ID,Nom,Categorie,Unite de matrice,"energie, calories (kcal)","Lipides, totaux (g)","Acides gras, satures (g)","Acides gras, mono-insatures (g)","Acides gras, poly-insatures (g)",Cholesterol (mg),"Glucides, disponibles (g)",Sucres (g),Amidon (g),Fibres alimentaires (g),Proteines (g),Sel (NaCl) (g),Alcool (g),Eau (g),"Activite de vitamine A, RE (µg-RE)","Activite de vitamine A, RAE (µg-RE)",Retinol (µg),Activite de betacarotene (µg-BCE),Betacarotene (µg),Vitamine B1 (thiamine) (mg),Vitamine B2 (riboflavine) (mg),Vitamine B6 (pyridoxine) (mg),Vitamine B12 (cobalamine) (µg),Niacine (mg),Folate (µg),Acide pantothenique (mg),Vitamine C (acide ascorbique) (mg),Vitamine D (calciferol) (µg),Activite de vitamine E (mg-ATE),Potassium (K) (mg),Sodium (Na) (mg),Chlore (Cl) (mg),Calcium (Ca) (mg),Magnesium (Mg) (mg),Phosphore (P) (mg),Fer (Fe) (mg),Iode (I) (µg),Zinc (Zn)  (mg),Selenium (Se) (µg)
379,"Abricot, cru",Fruits/Fruits frais,par 100 g de portion comestible,48,"0,1",tr.,tr.,tr.,0,10,10,tr.,"2,1","0,8",0,0,"86,7",381,191,0,2287,2225,"0,03","0,04","0,06",0,"0,42","5,4","0,2","4,7",0,"0,7",320,2,1,16,10,20,"0,4","0,5","0,1",n.i.
1051,"Abricot, cuit,  egoutte (sans adjonction de sucre)",Fruits/Fruits cuits (conserves comprises),par 100 g de portion comestible,49,"0,1",0,0,0,0,10,10,0,"2,1",1,0,0,"86,8",357,179,0,2144,2086,"0,02","0,04","0,06",0,"0,42","3,4","0,2","2,4",0,"0,88",240,"1,5","1,3",19,10,20,"0,5","0,6","0,2",n.i.
623,"Abricot, non sucre, conserve",Fruits/Fruits cuits (conserves comprises),par 100 g de portion comestible,48,"0,1",tr.,tr.,tr.,0,10,10,tr.,"2,1","0,8",0,0,"86,7",122,61,0,729,713,"0,03","0,05","0,06",0,"0,54","3,5","0,26","3,5",0,"0,53",280,2,1,15,10,20,"0,4","0,5","0,1",n.i.
469,"Abricot, sec",Fruits/Fruits secs,par 100 g de portion comestible,293,"0,5","0,2","0,1","0,2",0,"59,1","34,3",<0.4,"8,3","2,9",0,0,"24,7",421,210,0,2525,2525,"0,01","0,06","0,17",0,"3,11","8,9","0,67","1,7",0,"5,52",1370,11,"5,4",82,50,110,"1,4","2,7","0,4",n.i.
621,"Abricot, sucre, conserve",Fruits/Fruits cuits (conserves comprises),par 100 g de portion comestible,83,"0,1",tr.,tr.,tr.,0,19,19,tr.,"1,9","0,7",0,0,78,122,61,0,729,713,"0,03","0,04","0,06",0,"0,49","3,2","0,23","3,2",0,"0,47",260,"1,8","1,1",14,9,18,"0,4","0,5","0,1",n.i.
10533,Agar Agar,Divers/Gelifiants et liants,par 100 g de portion comestible,160,"0,2",n.i.,n.i.,n.i.,n.i.,0,n.i.,n.i.,"74,1","2,4","0,3",n.i.,"20,5",n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,52,130,n.i.,660,100,34,"4,5",n.i.,"1,5",n.i.
5,"Agneau, cotelette, crue (Suisse)","Viande et abats/Agneau, mouton",par 100 g de portion comestible,179,"10,9","5,2",4,"0,9",72,0,0,n.i.,0,"20,2","0,2",0,"65,4",9,9,9,5,5,"0,18","0,06","0,32","3,61",n.i.,6,"0,57",0,"5,2","0,5",310,69,79,"8,4",20,180,"1,5","0,9","2,1",7
675,"Agneau, filet, cru","Viande et abats/Agneau, mouton",par 100 g de portion comestible,112,"3,4","1,3","1,5","0,2",66,0,0,0,0,"20,4","0,2",0,"75,1",9,9,9,5,5,"0,13","0,23","0,17","2,2","6,51",24,"0,66",0,tr.,"0,19",280,68,79,12,27,190,"1,9","0,7","3,2","4,1"
17,"Agneau, filet, cru (Australie, Nouvelle-Zelande)","Viande et abats/Agneau, mouton",par 100 g de portion comestible,117,"3,3","1,9","1,9","0,4",72,0,0,n.i.,0,"21,8","0,1",0,73,9,9,9,5,5,"0,18","0,06","0,51","3,61",n.i.,6,"0,92",0,"2,9","0,5",330,44,79,"3,8",23,200,"1,9","0,8","2,3","8,7"
13273,"Agneau, filet, grille a point"" (sans adjonction de graisse ni de sel)""","Viande et abats/Agneau, mouton",par 100 g de portion comestible,136,"3,6","1,4","1,6","0,2",88,0,0,0,0,"25,8","0,2",0,"70,5",10,10,9,5,5,"0,1","0,25","0,14","2,05","6,08","25,6","0,7",0,0,"0,2",290,77,110,14,31,220,"2,4","0,9","4,3","5,5"
4,"Agneau, gigot, cru (Suisse, Nouvelle-Zelande)","Viande et abats/Agneau, mouton",par 100 g de portion comestible,155,"8,2","4,4","3,7","0,9",65,0,0,n.i.,0,"20,2","0,2",0,"69,1",9,9,9,5,5,"0,18","0,06","0,46","3,61",n.i.,6,"0,92",0,"6,1","0,4",330,61,76,"4,7",20,190,"1,6","0,8","3,6","4,7"
13304,"Agneau, gigot, roti (sans adjonction de graisse ni de sel)","Viande et abats/Agneau, mouton",par 100 g de portion comestible,203,"9,8","5,2","4,5","1,1",97,0,0,n.i.,0,"28,6","0,2",0,"61,6",11,11,10,6,6,"0,16","0,07","0,41","3,77",n.i.,"7,2","1,1",0,"7,2","0,48",390,77,110,"6,3",25,240,"2,3","1,2","5,4",7
18,"Agneau, rack, cru (Australie, Nouvelle-Zelande)","Viande et abats/Agneau, mouton",par 100 g de portion comestible,156,"8,3","4,3","3,5","0,9",68,0,0,n.i.,0,"20,3","0,2",0,"67,6",9,9,9,5,5,"0,18","0,06","0,61","3,61","1,2",6,"0,57",0,"2,9","0,5",300,63,79,"7,5",24,180,"1,8","0,9","2,2",n.i.
19,"Agneau, ragout, cru (Suisse)","Viande et abats/Agneau, mouton",par 100 g de portion comestible,154,"8,4","4,3","3,7",1,66,0,0,n.i.,0,"19,6","0,2",0,"69,9",0,0,0,0,0,"0,18","0,06","0,36","3,61","1,2",6,"0,57",0,"6,1","0,5",310,60,75,"4,6",18,170,"1,3","0,7","4,3",n.i.
1110,"Agneau/mouton (moyenne sans abats ni cotelette), cru","Viande et abats/Agneau, mouton",par 100 g de portion comestible,134,"5,8",3,"2,7","0,6",67,0,0,0,0,"20,5","0,1",0,"73,7",7,7,6,4,4,"0,17","0,1","0,38","3,26","3,86","10,5","0,77",0,"3,8","0,4",310,58,77,"6,3",22,190,"1,7","0,7","3,3",n.i.
1126,"Agrume (moyenne), cru",Fruits/Fruits frais,par 100 g de portion comestible,42,"0,2",0,0,0,0,"8,3","8,3",0,"1,6","0,8",0,0,89,22,11,0,134,134,"0,09","0,03","0,05",0,"0,32","16,8","0,19","44,5",0,"0,42",160,"3,3","3,9",34,11,15,"0,3","0,9","0,1",n.i.
356,"Ail, cru",Legumes/Legumes frais,par 100 g de portion comestible,137,"0,5","0,1",tr.,"0,3",0,"24,5","2,4","22,1",3,7,0,0,"63,7",0,0,0,0,0,"0,2","0,1","1,24",0,"0,7",3,"0,6",30,0,0,450,10,30,38,21,140,"1,4","2,7","0,6",n.i.
987,"Airelle rouge, crue",Fruits/Fruits frais,par 100 g de portion comestible,40,"0,5",0,"0,1","0,3",0,"7,1",7,"0,1","2,9","0,3",0,0,"87,5",2,1,0,9,9,"0,02","0,02","0,01",0,"0,1",3,"0,12",12,0,"0,99",70,2,4,14,6,10,"0,5",5,"0,2",n.i.
13466,"Algue, Nori, sechee",Legumes/Legumes secs,par 100 g de portion comestible,255,"1,6","0,2","0,1","0,6",0,"10,5","0,5",n.i.,"36,3","31,5",5,0,"6,5",4167,2083,0,25000,25000,"0,58","1,91","0,53",n.i.,"5,82","21,7","0,25","57,3","0,6","2,87",1730,1980,2970,320,490,520,37,5100,"4,5",51
273,Amande,"Noix, graines et produits oleagineux",par 100 g de portion comestible,624,"52,1","4,1","31,4","11,4",0,"7,8","6,6","0,6","10,6","25,6",0,0,"3,3",0,0,0,0,0,"0,15","0,94","0,13",0,"1,88","55,9","0,48",<0.5,0,"27,1",740,"1,1",40,270,240,510,"3,3","0,2","3,3","2,2"
278,"Amande, grillee sans graisse, salee",Snacks sales/Noix et graines salees,par 100 g de portion comestible,637,"52,5","4,1","33,1",13,0,"10,1","4,9","0,7","10,9","25,4","0,6",0,"2,4",0,0,0,1,1,"0,08","1,2","0,14",0,"3,64",55,"0,32",0,0,"23,9",710,230,1190,270,280,470,"3,7","2,4","3,3",2
269,"Amande, grillee, salee",Snacks sales/Noix et graines salees,par 100 g de portion comestible,649,"55,2","4,2","34,8","13,5",0,"7,2","4,6","0,6","10,5","25,6","0,8",0,"2,8",0,0,0,1,1,"0,09","0,78","0,12",0,"3,67",27,"0,23",0,0,"25,97",670,330,1190,240,270,470,"3,3","2,4","3,1",2
13397,"Amarante, grain, cru","Produits cerealiers, legumineuses et pommes de terre/Autres produits cerealiers",par 100 g de portion comestible,376,7,"1,5","1,7","2,8",0,"56,8","1,7","55,1",11,"15,8",0,0,"11,1",0,0,0,0,0,"0,08","0,19","0,53",0,"1,2","64,3","0,95","4,2",0,"1,19",480,4,110,160,250,560,9,"2,5","3,7",n.i.
13398,"Amarante, grain, cuit (sans adjonction de graisse ni de sel)","Produits cerealiers, legumineuses et pommes de terre/Autres produits cerealiers",par 100 g de portion comestible,119,"2,1","0,4","0,5","0,8",0,"18,1","0,5","17,6","3,5",5,0,0,"71,2",0,0,0,0,0,"0,02","0,06","0,11",0,"0,34","16,2","0,27",1,0,"0,4",150,"1,9",36,58,84,180,3,"0,8","1,2",n.i.
868,Amaretti (biscuits aux amandes),Sucreries/Biscuits,par 100 g de portion comestible,464,13,1,n.i.,"2,8",0,"76,7","76,4","0,1","2,6","8,7","0,1",0,"0,1",0,0,0,0,0,"0,04","0,32","0,03","0,02","0,49","15,3","0,15","0,1",0,"6,74",220,42,47,69,62,130,"0,9","1,7","0,8","2,3"
897,Amidon de ble ,"Produits cerealiers, legumineuses et pommes de terre/Farines et amidon;Divers/Gelifiants et liants",par 100 g de portion comestible,348,"0,1",0,0,"0,1",0,"85,8",0,"85,8","1,2","0,4",0,0,"12,3",0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,0,16,2,5,0,4,20,0,0,"0,1",n.i.
377,"Ananas, cru",Fruits/Fruits frais,par 100 g de portion comestible,52,"0,2",0,0,"0,1",0,"11,3","11,3",0,"1,4","0,4",0,0,"86,5",8,4,0,49,49,"0,06","0,02","0,07",0,"0,21","7,8","0,15","49,5",0,"0,1",150,2,39,15,15,11,"0,3","1,4","0,1",n.i.
618,"Ananas, non sucre , conserve",Fruits/Fruits cuits (conserves comprises),par 100 g de portion comestible,51,"0,2",tr.,tr.,"0,1",0,"11,3","11,3",0,"1,4","0,4",0,0,"86,5",8,4,0,49,49,"0,06","0,03","0,08",0,"0,27",7,"0,17",9,0,"0,1",130,2,39,14,15,11,"0,3",tr.,"0,1",n.i.
617,"Ananas, sucre, conserve",Fruits/Fruits cuits (conserves comprises),par 100 g de portion comestible,86,"0,2",tr.,tr.,"0,1",0,"20,2","20,2",tr.,"1,3","0,4",0,0,"77,9",n.i.,n.i.,n.i.,n.i.,n.i.,"0,06","0,02","0,07",0,"0,24","6,3","0,15","8,1",0,"0,09",120,"1,8",35,13,14,"9,9","0,3",tr.,"0,1",n.i.
414,"Anchois a l'huile, egoutte",Poisson/Poissons de mer,par 100 g de portion comestible,182,"8,5","2,9","3,4","1,3",76,"0,2","0,1",tr.,0,"26,4",12,0,"55,1",12,12,12,0,0,"0,04","0,25","0,37","20,9","3,9",16,"0,63","0,5","1,7","1,16",250,4970,tr.,290,230,280,"2,7",30,"1,7",n.i.
553,"Appenzeller, gras",Lait et produits laitiers/Fromage a pâte dure,par 100 g de portion comestible,384,"31,7",19,"7,4","1,5",95,0,0,0,0,"24,3","1,6",0,"39,6",382,366,350,190,190,"0,04","0,36","0,07","1,06","0,1",15,"0,33",tr.,"0,5","0,95",82,620,960,740,29,540,"0,3","8,4",4,n.i.
554,"Appenzeller, quart-gras",Lait et produits laitiers/Fromage a pâte dure,par 100 g de portion comestible,235,"11,4","6,8","2,7","0,5",34,0,0,0,0,"33,1",2,0,"48,2",141,136,130,68,68,"0,04","0,5","0,07","1,3","0,1",15,"0,54",tr.,"0,3","0,36",120,810,1240,1090,36,730,"0,2",35,"2,5",n.i.
13449,"Artichaut, coeur, en conserve, egoutte",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,27,"0,5",0,0,0,0,"2,3","1,2","0,4","3,2","1,8","0,8",0,"90,5",4,2,0,25,25,"0,02","0,03","0,03",0,"0,39","54,3","0,13","12,2","0,3","1,12",150,310,500,25,18,34,"0,4",20,"0,3",20
1024,"Asperge, a la vapeur (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,26,"0,2",0,0,0,0,"3,1",3,"0,1","1,6","2,1",0,0,93,28,14,0,169,161,"0,1","0,12","0,06",0,"0,88","44,3","0,16","11,1",0,"1,7",230,"2,6",50,21,16,53,"0,7","6,7","0,4",n.i.
443,"Asperge, crue",Legumes/Legumes frais,par 100 g de portion comestible,27,"0,2",tr.,tr.,tr.,0,"3,3","3,2","0,1","1,7","2,2",0,0,92,31,16,0,188,179,"0,13","0,13","0,07",0,"1,1","73,9","0,19","14,9",0,"1,7",270,3,53,22,18,56,"0,9",7,"0,4",n.i.
1003,"Aubergine, a l'etuvee (sans adjonction de graisse ni de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,27,"0,2",0,0,"0,1",0,"3,6","3,3","0,3","2,8","1,2",0,0,"92,2",9,5,0,56,56,"0,03","0,03","0,08",0,"0,6","14,3","0,26","1,7",0,"0,04",260,"3,3",65,12,13,25,"0,3","0,2","0,2",n.i.
1653,"Aubergine, a la vapeur (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,23,"0,2",0,0,"0,1",0,"3,2","2,9","0,3","2,4",1,0,0,"93,2",8,4,0,48,48,"0,03","0,03","0,07",0,"0,52","12,3","0,23","1,5",0,"0,03",240,"2,7",56,10,13,21,"0,2","0,2","0,1",n.i.
349,"Aubergine, crue",Legumes/Legumes frais,par 100 g de portion comestible,23,"0,2",0,0,"0,1",0,"3,1","2,8","0,3","2,4",1,0,0,"92,7",8,4,0,50,50,"0,04","0,03","0,08",0,"0,6",19,"0,25","1,9",0,"0,03",260,3,55,10,13,21,"0,3","0,2","0,1",n.i.
380,"Avocat, cru","Noix, graines et produits oleagineux;Legumes/Legumes frais",par 100 g de portion comestible,144,"14,2","2,9","8,9","1,8",0,"0,8","0,8",tr.,3,"1,8",0,0,"76,4",17,9,0,102,78,"0,06","0,16","0,19",0,2,29,"0,86","6,7",0,"1,85",520,7,6,16,33,44,1,1,"0,6",n.i.
198,"Avoine, flocons","Pains, flocons et cereales pour le petit-dejeuner/Flocons, son et germes",par 100 g de portion comestible,381,"7,5",1,3,3,0,"59,5",1,58,"10,5","13,5","0,1",0,"8,7",0,0,0,1,1,"0,42","0,13","0,1",0,"0,8","47,2","0,69",0,0,"0,75",400,20,61,53,120,410,"3,8","0,5",3,n.i.
529,Babeurre,Lait et produits laitiers/Boissons lactees et yogourts a boire,par 100 ml,34,"0,5","0,3","0,1",0,1,4,4,0,0,"3,4","0,1",0,"90,5",10,9,8,9,9,"0,03","0,16","0,04","0,2","0,1",5,"0,3","0,6",0,"0,02",150,57,100,110,16,90,"0,1","7,3","0,5",n.i.
845,Baguette parisienne ,"Pains, flocons et cereales pour le petit-dejeuner/Pains et produits de boulangerie",par 100 g de portion comestible,255,"0,9","0,2","0,1","0,5",0,"51,2","0,5","50,1","2,9",9,"1,6",0,"36,8",0,0,0,0,0,"0,12","0,03","0,09","0,01","0,63","8,8","0,26",0,0,"0,19",140,660,1020,10,22,81,"0,9",1,"0,7","2,7"
1119,"Baie (moyenne), crue",Fruits/Fruits frais,par 100 g de portion comestible,42,"0,5",0,"0,1","0,2",0,"7,2","7,2",0,"2,8","0,8",0,0,"88,7",1,0,0,5,5,"0,02","0,03","0,04",0,"0,4","28,5","0,17","51,9",0,"0,36",160,"2,1",14,20,12,23,"0,5","1,2","0,1",n.i.
1122,"Baie (moyenne), cuite (sans adjonction de sucre)",Fruits/Fruits cuits (conserves comprises),par 100 g de portion comestible,37,"0,5",0,"0,1","0,3",0,"6,1","6,1",0,"2,4","0,8",0,0,"90,3",1,0,0,4,4,"0,01","0,02","0,03",0,"0,34",15,"0,15","21,9",0,"0,38",99,"1,3",15,20,10,19,"0,4","1,2","0,1",n.i.
436,"Baie de sureau noir, crue",Fruits/Fruits frais,par 100 g de portion comestible,52,"0,5",0,0,"0,3",0,"7,4","7,4",0,4,"2,5",0,0,84,54,27,0,325,325,"0,07","0,07","0,25",0,"1,6",17,"0,16",18,0,1,300,1,7,37,30,57,"1,6",3,"0,2",n.i.
1577,"Bami Goreng, prepare",Plats/Plats asiatiques,par 100 g de portion comestible,130,"2,4","0,3","1,3","0,5",44,"13,2","1,4","11,3","0,9","13,5",1,0,"70,1",45,28,11,203,203,"0,12","0,08","0,14","0,05","3,6","4,3","0,32","11,7","0,3","0,33",190,400,620,"9,5",18,120,"0,7","1,6","0,7",n.i.
381,"Banane, crue",Fruits/Fruits frais,par 100 g de portion comestible,95,"0,3","0,1",tr.,"0,1",0,21,"17,2","3,8",2,"1,1",0,0,74,15,7,0,88,63,"0,05","0,03","0,28",0,"0,61","21,5","0,23",13,0,"0,29",390,1,110,8,30,22,"0,4",2,"0,2",n.i.
740,"Banane, deshydratee (chips)",Fruits/Fruits secs,par 100 g de portion comestible,370,"1,8","0,7","0,2","0,3",0,"80,7","65,3","15,4","7,6","3,9",0,0,3,60,30,0,363,350,"0,18","0,24",tr.,0,"2,8",tr.,tr.,7,0,tr.,1490,3,tr.,22,110,74,"1,2",tr.,tr.,n.i.
741,"Banane, mi-seche",Fruits/Fruits secs,par 100 g de portion comestible,273,1,"0,4","0,1","0,2",0,"60,2","43,7","16,5","5,5",3,0,0,28,17,8,0,100,100,"0,1","0,18","0,81",0,2,"33,3","0,54",4,0,"0,6",1150,8,300,20,90,75,"1,3","8,1","0,6",n.i.
13448,"Barre de cereales, avec enrobage de chocolat",Sucreries/Barres,par 100 g de portion comestible,459,"20,3",11,"6,7",2,4,58,"37,2","19,9","5,5","8,5","0,4",0,"6,3",30,25,20,61,61,"0,17","0,2","0,14",0,"1,09","21,9","0,37","2,6",0,"1,23",450,150,190,110,65,210,"2,3","7,2","1,5",n.i.
13488,"Barre de cereales, sans enrobage ni garniture",Sucreries/Barres,par 100 g de portion comestible,415,"12,7","5,1","4,6","2,2",0,"64,1","32,2","31,4","6,1","7,9","0,4",0,"8,3",9,4,0,53,53,"0,18","0,07","0,17",0,"1,42","23,4","0,41","1,8",0,"1,44",260,180,280,27,58,170,"2,1","1,8","1,3",n.i.
464,"Basilic, cru",Legumes/Herbes aromatiques,par 100 g de portion comestible,46,"0,8","0,1",0,"0,4",0,"5,1",5,"0,1","3,1","3,1",0,0,"86,4",811,405,0,4865,4820,"0,08","0,31","0,18",0,"1,1",50,"0,2",26,0,1,300,9,35,250,11,37,"5,5","0,9","0,7",n.i.
1169,"Bâtonnet de poisson (pane et prefrit), au four (sans adjonction de graisse)",Poisson/Poissons de mer,par 100 g de portion comestible,248,"12,2",1,7,"3,4",53,"17,4","0,1","17,2",1,"16,8","0,6",0,"52,9",2,2,2,1,1,"0,06","0,04","0,13","0,9","1,41","7,8","0,26",0,"0,8","1,25",290,240,700,12,20,150,"0,4",100,"0,6",n.i.
1168,"Bâtonnet de poisson (pane et prefrit), grille a l'huile de colza HOLL",Poisson/Poissons de mer,par 100 g de portion comestible,300,"18,6","1,4","11,9","4,1",51,"16,6","0,1","16,4","0,9",16,"0,6",0,"48,1",2,2,2,1,1,"0,06","0,04","0,11","0,86","1,46","7,4","0,25",0,"0,8","1,61",280,230,670,11,19,140,"0,4",97,"0,5",n.i.
773,"Bâtonnet de poisson, pane et prefrit",Poisson/Poissons de mer,par 100 g de portion comestible,230,"11,7","0,9","6,7","3,2",47,"15,3","0,1","15,1","0,8","15,5","0,6",0,"56,9",2,2,2,1,1,"0,07","0,04","0,13","0,88","1,49","8,6","0,29",0,"0,9","1,19",300,250,610,10,19,150,"0,5",89,"0,5",n.i.
871,Bâtonnets aux noisettes,Sucreries/Biscuits,par 100 g de portion comestible,567,"36,6","12,5","17,7","3,1",140,47,"22,6","22,3","3,7","10,5","0,1",0,"3,3",184,178,173,68,68,"0,19","0,08","0,2","0,28","0,61","29,5","0,88","0,5","0,7","5,62",280,56,98,61,55,180,"1,9",11,"1,5","5,8"
1212,Berner Hobelkäse (fromage a rebibes),Lait et produits laitiers/Fromage a pâte dure,par 100 g de portion comestible,491,"41,2",n.i.,n.i.,n.i.,n.i.,0,n.i.,0,0,30,"1,7",0,"21,9",n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,"0,56",n.i.,"0,83",n.i.,n.i.,"0,43",n.i.,"0,8",n.i.,n.i.,690,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.,n.i.
1016,"Bette, a la vapeur (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,29,"0,3",0,0,0,0,"3,4","0,6","2,8","1,2","2,6","0,5",0,"92,5",279,140,0,1675,1675,"0,07","0,15","0,09",0,"0,42",14,"0,2","15,4",0,"0,04",420,190,130,100,96,54,"2,4","1,3","0,4",n.i.
450,"Bette, crue",Legumes/Legumes frais,par 100 g de portion comestible,23,"0,2",tr.,tr.,tr.,0,"2,7","0,5","2,2",1,"2,1","0,4",0,"92,4",236,118,0,1415,1415,"0,07","0,13","0,08",0,"0,4","17,8","0,18","21,3",0,"0,03",380,170,100,80,81,43,"2,3",1,"0,3",n.i.
1019,"Betterave rouge, a la vapeur (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,54,"0,1",0,0,"0,1",0,10,10,0,3,"1,8","0,1",0,"85,1",1,1,0,8,8,"0,02","0,05","0,04",0,"0,23","62,3","0,16","5,5",0,"0,06",430,58,97,20,22,53,1,"0,5","0,4",n.i.
451,"Betterave rouge, crue",Legumes/Legumes frais,par 100 g de portion comestible,46,"0,1",0,0,"0,1",0,"8,4","8,4",0,"2,5","1,5","0,1",0,"86,2",1,1,0,7,7,"0,02","0,04","0,04",0,"0,23",83,"0,15","5,5",0,"0,05",410,58,82,17,21,45,"0,9","0,4","0,4",n.i.
50,Beurre a rotir,Lait et produits laitiers/Creme et beurre;Graisses et huiles/Graisses,par 100 g de portion comestible,885,"98,3","58,9","23,1","4,5",282,0,0,0,0,"0,1",0,0,"1,1",782,766,749,199,199,tr.,tr.,tr.,0,0,0,tr.,0,"1,6","1,77",5,10,5,2,0,0,0,tr.,"0,2",0
751,Beurre d'arachides,Sucreries/Confitures et produits a tartiner sucres,par 100 g de portion comestible,636,"51,8","12,8","19,9","16,9",0,"12,5","6,4","5,8","7,6","26,1","0,9",0,"1,1",0,0,0,0,0,"0,17","0,1","0,58",0,15,53,"1,24",0,0,"4,7",700,350,520,37,180,330,2,tr.,3,3
583,Beurre de cacao,Graisses et huiles/Graisses,par 100 g de portion comestible,900,100,"61,1","31,4","2,3",3,0,0,0,0,0,0,0,"0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,0,0,0,0,0,0,0,n.i.
49,Beurre de choix,Lait et produits laitiers/Creme et beurre;Graisses et huiles/Graisses,par 100 g de portion comestible,746,"82,3","49,4","19,3","3,8",241,"0,7","0,6",0,0,"0,7",0,0,"16,4",833,802,771,374,370,0,"0,04",0,"0,07","0,04",0,"0,06",0,"1,1","1,77",21,<10,13,18,"1,5",22,0,8,<0.2,"0,5"
51,Beurre de cuisine,Lait et produits laitiers/Creme et beurre;Graisses et huiles/Graisses,par 100 g de portion comestible,745,"82,2","49,3","19,3","3,8",221,"0,7","0,6",0,0,"0,5",0,0,"16,6",856,825,794,374,370,0,"0,03",0,0,0,0,0,0,"1,3","1,75",20,10,12,16,"1,4",21,0,0,"0,2","0,5"
60,Beurre de fromagerie,Lait et produits laitiers/Creme et beurre;Graisses et huiles/Graisses,par 100 g de portion comestible,747,"82,5","49,5","19,4","3,8",246,"0,6","0,5",0,0,"0,4",0,0,"16,5",856,825,794,374,370,0,"0,02",0,0,0,0,0,0,"1,3","2,2",18,10,11,12,1,18,0,0,"0,2",n.i.
191,Beurre mi-gras,Lait et produits laitiers/Creme et beurre;Graisses et huiles/Graisses,par 100 g de portion comestible,391,"39,8","24,1",12,"1,5",140,"3,5","3,5",0,0,"4,8","0,3",0,"51,9",360,340,320,240,240,"0,03","0,01","0,02","0,5","0,97",10,"0,35",0,"1,4",1,160,120,120,120,14,90,0,"3,5","0,4",n.i.
859,Biber,Sucreries/Autres articles de pâtisserie,par 100 g de portion comestible,355,"5,6","0,7",3,"1,3",22,"65,6","36,9","28,4",3,"7,8",0,"0,7","18,1",8,8,7,2,2,"0,08","0,12","0,11","0,06","0,52","9,8","0,24","0,5","0,1","2,47",140,6,37,52,30,97,"1,3","2,7","0,8","2,2"
817,Biere aux cinq cereales,Boissons alcoolisees/Biere,par 100 ml,40,0,0,0,0,0,2,2,0,"0,2","0,6",0,"4,1","92,5",0,0,0,0,0,0,"0,04","0,09","0,1","0,77",5,"0,09",0,0,0,43,"1,4",11,"3,6",11,16,0,tr.,0,n.i.
816,Biere blonde,Boissons alcoolisees/Biere,par 100 ml,42,0,0,0,0,0,"3,1","2,2",0,0,"0,5",0,4,"91,9",0,0,0,0,0,0,"0,03","0,06","0,02","0,77","6,3","0,03",0,0,0,55,"1,9",17,"3,5","9,6",19,0,"1,5",0,n.i.
1183,Biere panachee (moyenne),Boissons alcoolisees/Biere,par 100 ml,39,0,0,0,0,0,"7,4","7,1",0,0,"0,2",0,"1,3","91,1",0,0,0,0,0,0,"0,02","0,02","0,01","0,27","2,1","0,01",0,0,0,24,"2,6",13,"4,5",11,7,"0,1","1,7",0,n.i.
13420,"Biere, sans alcool",Boissons alcoolisees/Biere,par 100 ml,23,0,0,0,0,0,"4,9","2,6",0,0,"0,4",0,"0,3","93,3",0,0,0,0,0,"0,01","0,01","0,04","0,02","0,65",5,"0,08",0,0,0,34,"1,5",19,"4,8","6,2",11,0,1,8,n.i.
1198,"Birchermuesli, prepare (non sucre)",Plats/Muesli et bouillie,par 100 g de portion comestible,87,"3,2","1,2",1,"0,7",5,"11,2","8,3","2,8","1,9","2,6","0,1",0,"81,2",18,16,15,19,19,"0,05","0,09","0,05","0,09","0,19","13,3","0,23","4,5",0,"0,55",160,20,46,58,18,75,"0,4","5,8","0,4",n.i.
930,Biscotte,"Pains, flocons et cereales pour le petit-dejeuner/Pains croustillants, biscottes, crackers et galettes",par 100 g de portion comestible,428,"9,5","4,9","2,7","1,1",13,"69,6","14,4","54,6","2,7","14,6",2,0,"4,4",43,41,39,19,19,"0,13","0,22","0,06","0,1","0,81","24,3","0,46","0,4","0,1","0,5",260,800,1220,69,21,100,"0,6",49,"0,6",n.i.
929,Biscotte complete,"Pains, flocons et cereales pour le petit-dejeuner/Pains croustillants, biscottes, crackers et galettes",par 100 g de portion comestible,411,9,4,"2,4","1,6",9,"61,2","13,8","47,2","7,8","17,5","1,9",0,"5,2",31,30,28,17,17,"0,29","0,27","0,32","0,12","3,53","32,4","0,85","0,1","0,1","1,43",390,740,1160,99,98,320,"3,6",48,"2,7",n.i.
