ID,Nom,Categorie,Unite de matrice,"energie, calories (kcal)","Lipides, totaux (g)","Acides gras, satures (g)","Acides gras, mono-insatures (g)","Acides gras, poly-insatures (g)",Cholesterol (mg),"Glucides, disponibles (g)",Sucres (g),Amidon (g),Fibres alimentaires (g),Proteines (g),Sel (NaCl) (g),Alcool (g),Eau (g),"Activite de vitamine A, RE (µg-RE)","Activite de vitamine A, RAE (µg-RE)",Retinol (µg),Activite de betacarotene (µg-BCE),Betacarotene (µg),Vitamine B1 (thiamine) (mg),Vitamine B2 (riboflavine) (mg),Vitamine B6 (pyridoxine) (mg),Vitamine B12 (cobalamine) (µg),Niacine (mg),Folate (µg),Acide pantothenique (mg),Vitamine C (acide ascorbique) (mg),Vitamine D (calciferol) (µg),Activite de vitamine E (mg-ATE),Potassium (K) (mg),Sodium (Na) (mg),Chlore (Cl) (mg),Calcium (Ca) (mg),Magnesium (Mg) (mg),Phosphore (P) (mg),Fer (Fe) (mg),Iode (I) (µg),Zinc (Zn)  (mg),Selenium (Se) (µg)
1133,"Legumineuses (moyenne), seches","Produits cerealiers, legumineuses et pommes de terre/Legumineuses",par 100 g de portion comestible,336,"4,9","0,7",1,"2,7",0,"39,7","2,7","34,1","16,5","25,1",0,0,"14,3",20,10,0,119,119,"0,65","0,2","0,37",0,"2,58","239,7","1,14","9,5",0,"0,71",1200,4,n.i.,96,130,420,6,"1,8","3,2",n.i.
10534,Lemon Curd,Sucreries/Cremes et pouding,par 100 g de portion comestible,320,16,8,"4,4","1,3",203,"37,5","37,5",0,"0,1","6,4","0,2",0,40,161,157,154,43,43,"0,05","0,13","0,04","0,5","0,05","28,7","0,93","5,4",1,"0,83",96,78,87,27,11,97,"0,9",18,"0,6",n.i.
13386,"Lentille, decortiquee, cuite (sans adjonction de graisse ni de sel)","Produits cerealiers, legumineuses et pommes de terre/Legumineuses",par 100 g de portion comestible,134,"0,6","0,1","0,1","0,2",0,19,"0,9","17,1","4,3",11,0,0,65,3,1,0,17,17,"0,18","0,06","0,09",0,"0,6","18,3","0,17","1,2",0,"0,11",280,1,36,16,30,150,2,"0,3","1,1",n.i.
13385,"Lentille, decortiquee, seche","Produits cerealiers, legumineuses et pommes de terre/Legumineuses",par 100 g de portion comestible,334,"1,5","0,3","0,3","0,5",0,48,"2,2","43,3","10,4",27,0,0,"10,9",7,3,0,40,40,"0,68","0,18","0,32",0,"2,2",88,"0,74","4,7",0,"0,29",900,"1,4",84,33,83,390,"5,6","0,7",3,n.i.
1060,"Lentille, entiere, cuite (sans adjonction de graisse ni de sel)","Produits cerealiers, legumineuses et pommes de terre/Legumineuses",par 100 g de portion comestible,115,"0,5","0,1","0,1","0,2",0,"15,6","0,4","15,2","6,2","8,8",0,0,"68,9",1,1,0,8,8,"0,13","0,04","0,06",0,"0,6","27,5","0,28","1,5",0,"0,1",240,"1,1",31,22,31,130,"2,5","0,3","1,2",n.i.
370,"Lentille, entiere, seche","Produits cerealiers, legumineuses et pommes de terre/Legumineuses",par 100 g de portion comestible,324,"1,5","0,2","0,3","0,6",0,"44,8","1,1","43,7",17,"24,4",0,0,"9,7",4,2,0,21,21,"0,53","0,13","0,23",0,"2,5",150,"1,39","6,8",0,"0,29",860,"1,7",84,57,96,400,8,"0,7","3,6",n.i.
839,"Levure de biere, sechee",Divers/Levure;Denrees alimentaires speciales/Supplements,par 100 g de portion comestible,354,"4,2","0,6","1,3","2,1",0,"26,5","3,2","23,3","9,5","47,9","0,2",0,6,0,0,0,0,0,12,"3,8","4,4",n.i.,45,3200,"7,2",0,0,"0,1",1410,77,400,50,230,1900,18,4,8,n.i.
763,"Levure de boulangerie, pressee",Divers/Levure;Divers/Ingredients de boulangerie-pâtisserie,par 100 g de portion comestible,96,"1,2","0,2","0,4","0,6",0,"1,1",0,1,"6,9","16,7","0,1",0,72,0,0,0,0,0,"0,83","1,39","0,63",0,"9,75",642,"2,29",0,0,"0,1",570,22,100,16,41,370,"2,9","0,6","2,4",1
754,"Lieu noir, cru",Poisson/Poissons de mer,par 100 g de portion comestible,80,"0,3","0,1","0,1","0,1",71,0,0,0,0,"19,3","0,1",0,"79,2",4,4,4,0,0,"0,05","0,05","0,18","1,3",2,10,"0,38",0,"0,8","0,36",440,40,200,8,14,170,"0,2",85,"0,3",n.i.
486,"Lievre (moyenne), cru",Viande et abats/Autres especes animales,par 100 g de portion comestible,115,3,1,"0,5","0,8",65,0,0,0,0,22,"0,1",0,74,0,0,0,0,0,"0,09","0,06","0,3",1,"8,07",5,"0,8",0,0,"0,1",280,44,40,14,24,210,"2,8","0,6","2,2",n.i.
531,Limburger/Munster,Lait et produits laitiers/Fromage a pâte dure,par 100 g de portion comestible,273,"21,4","12,8",5,"0,9",64,0,0,0,0,20,"1,9",0,"55,9",245,235,225,120,120,"0,01","0,46","0,25","2,18","0,21","53,4","0,42",tr.,"0,4","0,38",90,760,1390,230,15,220,"0,1",20,"1,9",n.i.
595,"Limonade, avec aromes, sucree",Boissons sans alcool/Boissons sucrees,par 100 ml,38,0,0,0,0,0,"9,5","9,5",0,0,0,0,0,90,0,0,0,0,0,0,"0,02",0,0,"0,02",0,0,0,0,0,8,3,11,5,11,1,"0,1","1,8",0,n.i.
517,"Liqueur aux oeufs, 16.5 vol%",Boissons alcoolisees/Autres boissons alcoolisees,par 100 ml,313,"7,7","2,2","3,2","1,1",165,"30,8","30,8",0,0,"4,4",0,"14,7","51,5",161,160,160,8,8,"0,08","0,19","0,09","0,55","0,06",44,"1,16","0,3","2,2","0,59",15,"5,5",19,15,"4,4",55,"0,8","1,1","0,5",n.i.
786,Luganiga,Produits carnes et charcuterie/Produits de charcuterie crus,par 100 g de portion comestible,468,"43,9","16,3","20,7","4,5",67,"0,5","0,5",0,0,"17,4","2,5","0,2",38,6,6,6,2,2,"0,51","0,19","0,28","2,12","4,33","1,9","0,47","59,5",0,"0,58",200,980,1440,"3,8",19,99,"1,1","1,1",2,n.i.
888,Macaron a la noix de coco,Sucreries/Biscuits,par 100 g de portion comestible,567,"41,4","39,1","1,9","0,3",0,"37,1","35,9",0,"9,4","6,8","0,2",0,6,0,0,0,0,0,"0,02","0,07","0,06","0,02","0,4","14,2","0,03",0,0,0,480,98,260,"8,3",66,120,"1,8","5,3","0,9","5,9"
869,Macaron aux noisettes,Sucreries/Biscuits,par 100 g de portion comestible,544,37,"2,6",29,"3,8",0,"37,4",33,"0,2",6,"12,2","0,2",0,"8,9",0,0,0,0,0,"0,28","0,1","0,31","0,02","0,84","48,8","1,03","1,2",0,"11,26",480,85,110,100,100,200,"2,3","5,5","1,8","1,9"
1478,"Macaronis de l'alpage, prepares",Plats/Autres plats sales/epices,par 100 g de portion comestible,180,9,"5,3","2,1","0,5",26,"17,9","1,4","16,3","1,7",6,"1,1",0,"65,6",82,79,77,31,31,"0,04","0,09","0,08","0,22","0,7","9,3","0,25",5,"0,2","0,2",160,440,690,120,20,120,"0,4","6,6","0,8",n.i.
777,"Macedoine de fruits, non sucree, conserve",Fruits/Fruits cuits (conserves comprises),par 100 g de portion comestible,44,"0,3",0,"0,1","0,1",0,9,9,0,"1,6","0,5",0,0,"88,6",11,5,0,64,64,"0,01","0,02","0,02",0,"0,37","4,7","0,12","3,3",0,"0,48",94,"0,9","4,8",10,"6,7",13,"0,3",2,"0,1",n.i.
775,"Macedoine de fruits, sucree, conserve",Fruits/Fruits cuits (conserves comprises),par 100 g de portion comestible,69,"0,3",0,"0,1","0,1",0,"15,6","15,6",0,"1,5","0,4",0,0,"82,2",10,5,0,60,60,"0,01","0,02","0,02",0,"0,34","4,4","0,11","3,1",0,"0,44",87,"0,8","4,5","9,5","6,2",13,"0,3","1,9","0,1",n.i.
372,"Mâche, crue",Legumes/Legumes frais,par 100 g de portion comestible,23,"0,4","0,1",0,"0,2",0,2,2,0,"1,7",2,0,0,"92,8",660,330,0,3958,3958,"0,09","0,09","0,15",0,"0,4","81,4","0,12","24,3",0,"0,3",460,4,70,38,13,53,"2,1",35,"0,5",n.i.
878,Madeleines,Sucreries/Autres articles de pâtisserie,par 100 g de portion comestible,346,"11,6","6,3","2,9",1,82,"52,2","22,3","29,6","1,4","7,5","0,3",0,"27,7",104,101,97,37,37,"0,07","0,09","0,03","0,23","0,31","7,9","0,43","0,1","0,4","0,44",130,140,220,37,10,79,"0,5","8,5","0,5","4,5"
1033,"Maïs doux  (conserve), rechauffe (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,103,"1,2","0,2","0,3","0,6",0,"18,6",7,"11,5","2,3","3,1","0,7",0,"74,8",19,10,0,116,116,"0,03","0,08","0,08",0,"1,19","21,1","0,45","0,8",0,"0,47",180,270,0,4,21,70,"0,5",0,"0,5",n.i.
632,"Maïs doux (grains), conserve",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,100,"1,2","0,2","0,3","0,6",0,"18,2","6,9","11,3","2,3",3,"0,8",0,"72,8",20,10,0,117,117,"0,04","0,08","0,09",0,"1,4",33,"0,5",1,0,"0,45",200,300,tr.,4,22,69,"0,6",tr.,"0,5",n.i.
633,Maïs doux (petits epis) au vinaigre,Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,119,"1,4","0,2","0,4","0,6",0,21,2,19,"4,2","3,4",0,0,"69,3",20,10,0,117,117,"0,22","0,07","0,1",0,"1,7",50,"0,7",7,0,"0,7",250,17,tr.,3,33,100,"0,6",tr.,tr.,n.i.
1032,"Maïs doux, a la vapeur (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,100,"1,3","0,2","0,3","0,5",0,"16,9","3,7","13,3",3,"3,5",0,0,"75,2",19,10,0,115,48,"0,14","0,12","0,21",0,"1,55","29,3","0,86","10,2",0,"0,11",280,"0,3","7,9","2,4",28,90,"0,4","3,6","0,6",n.i.
432,"Maïs doux, cru",Legumes/Legumes frais,par 100 g de portion comestible,93,"1,2","0,2","0,3","0,5",0,"15,7","3,4","12,3","2,8","3,3",0,0,"74,7",19,9,0,113,47,"0,15","0,12","0,22",0,"1,7",43,"0,89",12,0,"0,1",290,"0,3","7,3","2,2",27,83,"0,4","3,3","0,6",n.i.
397,"Mandarine, crue",Fruits/Fruits frais,par 100 g de portion comestible,47,"0,2",tr.,tr.,tr.,0,10,10,0,"1,4","0,7",0,0,"86,9",30,15,0,178,148,"0,1","0,03","0,05",0,"0,34","17,6","0,19","36,7",0,"0,55",150,3,4,33,11,15,"0,4","0,8","0,1",n.i.
396,"Mangue, crue",Fruits/Fruits frais,par 100 g de portion comestible,62,"0,2","0,1","0,1",0,0,"13,4","13,1","0,3","2,3","0,6",0,0,83,167,84,0,1005,957,"0,03","0,04","0,07",0,"0,37","35,3","0,17","39,7",0,"1,8",150,2,5,20,9,22,"1,2",1,"0,1",n.i.
13884,"Mangue, sechee",Fruits/Fruits secs,par 100 g de portion comestible,293,"2,2","0,5","0,9","0,4",0,"61,1","59,9","1,3","8,4","2,9","0,1",0,20,509,254,0,3053,3053,"0,08","0,12","0,27",0,"1,97",142,"0,55","36,7",0,"4,42",840,25,25,59,88,64,2,8,"0,6",2
13918,"Manioc, racine, crue",Legumes/Legumes frais,par 100 g de portion comestible,140,"0,2","0,1","0,1",0,0,"32,1","0,5","31,6","2,9",1,0,0,"62,8",5,3,0,30,30,"0,06","0,03","0,2",0,"0,6",24,"0,5",30,0,0,270,1,50,32,65,38,"0,7",2,"0,3","0,7"
14054,"Manioc, racine, cuite (sans adjonction de sel)",Legumes/Legumes cuits (conserves comprises),par 100 g de portion comestible,131,"0,2","0,1","0,1",0,0,"29,8","0,4","29,4","2,8",1,0,0,"62,8",5,2,0,29,29,"0,05","0,03","0,15",0,"0,45","15,1","0,38",21,0,0,220,"0,8",45,30,59,35,"0,7","1,8","0,3","0,6"
208,Margarine,Graisses et huiles/Graisses,par 100 g de portion comestible,724,80,"22,3","37,3",14,0,<0.5,0,<0.5,0,<0.5,"0,2",0,20,860,830,800,360,360,"0,01","0,03",0,"0,1","0,21",2,"0,08",0,5,20,42,67,100,10,"1,8",23,"0,1","1,5",0,0
485,Mascarpone,Lait et produits laitiers/Fromage frais et sere,par 100 g de portion comestible,435,"44,5","29,5","11,7","1,9",123,"4,1","4,1",0,0,"4,5","0,2",0,"46,2",347,328,310,220,220,"0,01","0,26","0,04","0,33","0,1",11,"0,41",tr.,"0,5",1,53,86,tr.,68,tr.,97,"0,2",29,"0,4",n.i.
496,Massepain,Sucreries/Autres sucreries,par 100 g de portion comestible,474,"17,6","1,5",12,"3,3",tr.,"68,6","68,6",0,"4,9",8,0,0,"1,9",13,13,12,6,6,"0,07","0,2","0,05",tr.,"1,36",31,"0,19","0,3",tr.,"8,49",270,2,14,82,72,150,"1,5","0,7","0,9",n.i.
771,Mayonnaise,Graisses et huiles/Mayonnaises,par 100 g de portion comestible,742,"81,7","12,1","23,3","42,5",150,"0,5","0,5",tr.,0,"1,1",1,0,"14,7",9,9,9,0,0,"0,02","0,05","0,1","0,5","0,03",10,"0,5",0,"0,5","43,7",25,410,500,15,7,46,"0,6",6,"0,2",n.i.
1682,"Mayonnaise, a l'huile de colza, faite maison",Graisses et huiles/Mayonnaises,par 100 g de portion comestible,792,"86,9","7,3","50,9","22,9",184,"0,2","0,2",0,0,"2,4","0,4",0,"10,5",67,66,65,12,12,"0,03","0,09","0,05","0,5","0,01","18,1","0,67","0,7","0,8","28,19",21,150,240,21,"2,5",82,"0,8",17,"0,6","8,9"
772,"Mayonnaise, a valeur energetique reduite",Graisses et huiles/Mayonnaises,par 100 g de portion comestible,327,"34,5","4,6","6,7","19,6",131,"3,3",tr.,tr.,0,"0,9","0,7",0,"59,4",0,0,0,0,0,"0,05","0,16","0,06","0,6","0,12",26,"0,71","4,6","0,6","16,57",88,280,470,66,12,140,1,"5,3","0,6",n.i.
732,"Melasse, sirop de melasse",Sucreries/Confitures et produits a tartiner sucres,par 100 g de portion comestible,274,0,0,0,0,0,"67,2","67,2",0,0,"1,2","0,2",0,"25,4",0,0,0,0,0,"0,08","0,1",0,0,0,0,0,0,0,0,1470,96,820,500,140,31,"9,2",0,"0,9",n.i.
399,"Melon, a chaire orange, cru",Fruits/Fruits frais,par 100 g de portion comestible,38,"0,1",tr.,tr.,tr.,0,8,8,0,"0,9","0,7",0,0,90,288,144,0,1730,1730,"0,04","0,02","0,07",0,"0,7",26,"0,13","38,9",0,"0,1",300,18,8,14,14,17,"0,2",1,"0,1",n.i.
463,"Menthe, crue",Legumes/Herbes aromatiques,par 100 g de portion comestible,49,"0,7","0,1",0,"0,4",0,"5,3","5,2","0,1",3,"3,8",0,0,"86,1",122,61,0,730,730,"0,12","0,33","0,05",0,"1,1",110,"0,19",31,0,5,260,15,34,210,30,75,"9,5",4,"1,2",n.i.
854,Meringue,Sucreries/Autres sucreries,par 100 g de portion comestible,401,"0,5",0,0,0,0,94,94,0,0,5,"0,3",0,1,0,0,0,0,0,0,"0,25",0,0,"0,1",0,"0,2",0,0,0,90,100,tr.,4,5,22,"0,2",tr.,tr.,n.i.
14035,Meringue (petite) au cacao,Sucreries/Biscuits,par 100 g de portion comestible,444,10,"6,2","3,4","0,3",0,"83,4","82,4","0,7","2,2","4,1","0,1",0,"0,7",1,1,0,8,8,"0,02","0,14","0,02","0,02","0,21","4,9","0,1",0,0,0,290,46,68,18,41,46,"2,1","2,4","0,7",n.i.
14039,"Meringue (petite), avec nappage de chocolat",Sucreries/Biscuits,par 100 g de portion comestible,486,"19,5","12,1","6,6","0,7",6,"71,5","70,2","0,7",2,"5,2","0,3",0,1,30,28,27,20,20,"0,05","0,26","0,03","0,01","0,3","5,8","0,14","1,3",0,"0,11",450,110,96,120,47,130,"2,1",9,"1,1",n.i.
760,"Merlu, cru",Poisson/Poissons de mer,par 100 g de portion comestible,71,"0,3","0,1","0,1","0,1",50,0,0,0,0,17,"0,2",0,"81,5",0,0,tr.,0,0,"0,05","0,08","0,18","2,1","2,2",12,"0,19","1,5",tr.,"0,19",320,77,240,25,25,190,"0,7",120,"0,4",n.i.
14060,Merveilles de carnaval,Sucreries/Autres articles de pâtisserie,par 100 g de portion comestible,553,"32,9","16,1","10,5","2,6",159,"51,7","1,9","49,2","2,3","11,5","0,1",0,"2,3",288,278,269,110,110,"0,14","0,11","0,06","0,34","0,52","23,7","0,83",0,"0,8","2,52",170,58,110,28,14,100,"0,8",13,"0,7",n.i.
472,Miel (miel de fleurs),Sucreries/Confitures et produits a tartiner sucres,par 100 g de portion comestible,306,0,0,0,0,0,76,76,0,0,"0,4",0,0,20,0,0,0,0,0,0,"0,05","0,3",0,"0,2","5,3","0,1","1,7",0,0,47,7,18,5,3,17,"0,5","0,5","0,4",n.i.
879,Milanais,Sucreries/Biscuits,par 100 g de portion comestible,431,"20,8","11,6","5,1","1,5",124,"53,2","22,5","30,4","1,4","7,1","0,1",0,18,183,178,172,70,70,"0,08","0,06","0,08","0,23","0,34","8,7","0,43",0,"0,6","0,72",100,47,87,18,17,96,1,"7,9","0,8","5,1"
924,Mille-feuille,Sucreries/Autres articles de pâtisserie,par 100 g de portion comestible,301,"18,8","11,2","4,6",1,80,"28,8","21,3","7,4","0,3","4,1","0,3",0,"48,1",205,199,192,76,76,"0,03","0,14","0,04","0,25","0,13","6,9","0,37","0,3","0,4","0,54",130,120,200,79,11,88,"0,3","9,1","0,4",n.i.
938,"Millet, flocons complets","Pains, flocons et cereales pour le petit-dejeuner/Flocons, son et germes",par 100 g de portion comestible,360,"3,9","0,9","0,8","1,7",0,"68,8","1,6","66,4","3,9","10,6",0,0,"10,5",0,0,0,0,0,"0,33","0,11","0,41",0,"1,8",20,"0,71",0,0,"0,1",170,3,15,10,120,280,"6,9","2,5","2,9",n.i.
422,"Millet, grains decortiques","Produits cerealiers, legumineuses et pommes de terre/Autres produits cerealiers",par 100 g de portion comestible,360,"3,9",1,"0,9","1,9",0,"68,8","1,5",60,"3,8","10,6",0,0,"12,1",0,0,0,0,0,"0,34","0,11","0,32",0,"1,8",20,"0,38",0,0,"0,41",170,3,15,"9,5",120,280,"6,9","2,5","2,9",n.i.
671,Minestrone,Plats/Potages et soupes,par 100 g de portion comestible,53,"1,8","0,7","0,7","0,2",1,7,"2,6","4,3","0,4",2,1,0,"87,6",143,72,1,850,850,"0,02","0,02","0,04",0,"0,79",7,"0,1",1,0,tr.,110,390,300,14,5,20,"0,3",n.i.,n.i.,n.i.
403,"Mirabelle, crue",Fruits/Fruits frais,par 100 g de portion comestible,57,"0,2",tr.,tr.,tr.,0,12,12,0,"2,3","0,7",0,0,"82,7",32,16,0,194,180,"0,06","0,04","0,05",0,"0,5",10,"0,2",7,0,"0,5",230,tr.,3,12,15,33,"0,5",1,"0,1",n.i.
1053,"Mirabelle, cuite,  egouttee (sans adjonction de sucre)",Fruits/Fruits cuits (conserves comprises),par 100 g de portion comestible,54,"0,2",0,0,0,0,11,11,0,"2,1","0,8",0,0,"85,8",28,14,0,167,155,"0,04","0,04","0,04",0,"0,46","5,8","0,18","3,2",0,"0,57",160,0,"3,4",13,14,30,"0,5","1,1","0,1",n.i.
1039,"Morille, a l'etuvee (sans adjonction de graisse ni de sel)",Legumes/Champignons,par 100 g de portion comestible,34,"0,4","0,1",0,"0,2",0,"0,6","0,1",0,"8,5","2,8",0,0,"88,5",0,0,0,0,0,"0,12","0,06","0,05",0,"4,88","18,3","2,5","4,5","3,8","0,22",370,"2,1","9,3",13,16,190,"1,2",12,"0,5",n.i.
457,"Morille, crue",Legumes/Champignons,par 100 g de portion comestible,29,"0,3","0,1",0,"0,2",0,"0,5","0,1",0,7,"2,5",0,0,90,0,0,0,0,0,"0,13","0,06","0,05",0,5,25,"2,5",5,"3,1","0,19",390,2,8,11,16,160,"1,2",10,"0,5",n.i.
819,Mortadella,Produits carnes et charcuterie/Produits de charcuterie bouillis,par 100 g de portion comestible,314,"27,3","10,2","12,4","2,8",75,"0,8","0,8",0,0,"16,1","2,1",0,"55,7",5,5,5,0,0,"0,37","0,12","0,2","1,08","3,05","3,1","0,49","25,5",0,"0,42",100,840,1240,"3,9",13,170,"0,9","1,5","1,3",n.i.
717,Mostbröckli,Produits carnes et charcuterie/Produits de charcuterie crus,par 100 g de portion comestible,150,"1,9","0,9","0,9","0,2",69,"0,5","0,5",0,0,"32,6","4,7",0,"58,4",2,2,2,0,0,"0,1","0,17","0,37","1,4","7,1",tr.,"0,9","11,6",tr.,tr.,580,1860,2870,tr.,33,300,"3,3",tr.,"5,9",14
761,"Moule, crue",Poisson/Fruits de mer et crustaces,par 100 g de portion comestible,85,"2,7","0,5","0,6","0,6",108,"3,4",tr.,0,0,"11,7","0,7",0,"82,1",84,84,84,0,0,"0,12","0,16","0,08",8,"1,6",37,"0,29",tr.,tr.,"1,11",320,290,460,88,36,240,"5,8",130,"1,6",n.i.
13464,Moutarde,Divers/Sauces,par 100 g de portion comestible,124,"7,7","0,5","4,1","2,7",0,"3,8","2,6",<0.4,"5,3","7,1","4,1",0,"67,8",5,2,0,29,29,"0,24","0,04","0,02",0,"1,15",18,"0,21",<0.5,0,"1,34",200,1640,2460,110,95,210,"1,7",<20,"1,1",n.i.
82,Mozzarella,Lait et produits laitiers/Fromage frais et sere;Lait et produits laitiers/Fromage a pâte molle,par 100 g de portion comestible,256,"19,5","11,4",6,"0,7",46,"0,7","0,7",0,0,"19,5","0,4",0,"58,8",205,194,183,130,130,"0,03","0,27","0,07","1,4","0,4",16,"0,14",0,"0,3","0,39",8,140,810,340,10,350,"0,1","4,8","2,6",n.i.
383,"Mure, crue",Fruits/Fruits frais,par 100 g de portion comestible,44,"0,4",tr.,"0,2","0,2",0,"6,2","6,2",0,6,1,0,0,85,16,8,0,95,78,"0,02","0,05","0,04",0,"0,53",23,"0,21","13,4",0,4,200,3,20,30,22,30,1,"0,4","0,1",n.i.
389,"Myrtille, crue",Fruits/Fruits frais,par 100 g de portion comestible,58,"0,5",tr.,tr.,tr.,0,"11,3","11,3",0,3,"0,6",0,0,83,5,3,0,33,27,"0,03","0,03","0,05",0,"0,4",6,"0,1",20,0,"1,9",68,2,5,9,4,11,"0,5",1,"0,1",n.i.
1579,"Nasi Goreng, prepare",Plats/Plats asiatiques,par 100 g de portion comestible,125,"1,8","0,3","1,1","0,3",23,"16,1","0,7","13,5","0,5","10,8","1,3",0,"70,9",31,16,2,173,173,"0,11","0,06","0,18","0,07","4,07","4,3","0,4",11,"0,4","0,29",170,510,780,18,17,120,"0,3","1,3","0,7",n.i.
572,Nectar d'orange,Boissons sans alcool/Boissons sucrees;Boissons sans alcool/Jus de fruits et de legumes,par 100 ml,44,0,tr.,tr.,tr.,0,"10,5","10,5",0,"0,1","0,4",0,0,"88,2",7,3,0,40,40,"0,04","0,01","0,02",0,"0,14",12,"0,08",12,0,"0,1",110,1,3,6,7,10,"0,1",2,"0,1",n.i.
404,"Nectarine, crue",Fruits/Fruits frais,par 100 g de portion comestible,51,"0,2",tr.,tr.,tr.,0,"10,2","10,2",tr.,"2,2","0,9",0,0,86,52,26,0,314,204,"0,02","0,03","0,02",0,"0,74","3,3","0,18","10,3",0,"0,5",210,4,5,7,10,18,"0,2",1,"0,1",n.i.
270,Noisette,"Noix, graines et produits oleagineux",par 100 g de portion comestible,661,"59,5","4,2","46,6","6,1",0,"10,1",3,"0,3","9,7","16,4",0,0,4,0,0,0,0,0,"0,46","0,05","0,5",0,"1,32","76,6","1,61",2,0,"18,1",720,"0,9",11,160,160,320,"3,6","6,5","2,9","0,7"
271,Noix,"Noix, graines et produits oleagineux",par 100 g de portion comestible,709,"67,3","6,5","14,1","43,6",0,"6,9",3,<0,"6,7","15,7",0,0,4,3,2,0,21,21,"0,42","0,05","0,19",0,"0,4","112,1","1,39","0,8",0,"3,72",420,"0,2",23,78,140,360,"2,6",<5,"2,7","1,2"
275,Noix de cajou,"Noix, graines et produits oleagineux",par 100 g de portion comestible,593,"45,2","7,8","23,8","7,8",0,"23,2","3,1","20,1","3,6","21,5",0,0,"4,6",0,0,0,0,0,"0,59","0,06","0,42",0,"1,1","45,5","1,2","0,5",0,"0,84",660,"9,2",18,40,270,540,"5,9",5,4,15
284,Noix de coco,"Noix, graines et produits oleagineux",par 100 g de portion comestible,384,"36,5","32,1","2,2","0,7",0,"4,8","4,8",0,9,"4,6","0,1",0,"43,9",0,0,0,0,0,"0,06","0,01","0,06",0,"0,38",30,"0,2",2,0,"0,7",380,35,120,20,39,94,"2,3","1,2","0,8",4
742,"Noix de coco, seche ","Noix, graines et produits oleagineux",par 100 g de portion comestible,681,"65,2","61,6",3,"0,5",0,"8,4","6,6",0,"14,8","7,6",0,0,"3,3",0,0,0,0,0,"0,03",0,"0,09",0,"0,6","20,6",0,0,0,0,710,19,240,11,100,180,"2,8",6,"1,5","6,9"
279,Noix du Bresil,"Noix, graines et produits oleagineux",par 100 g de portion comestible,698,"66,5","16,1","23,9","24,4",0,"4,2","2,3","0,3","7,5",17,0,0,"3,4",0,0,0,0,0,"0,62","0,04","0,1",0,"0,3",22,"0,18","0,7",0,"5,65",640,"0,7",55,160,350,650,"2,4",5,"4,3",230
290,"Oeuf de poule, entier, cru",Œufs,par 100 g de portion comestible,140,"9,8","2,6","3,7","1,7",350,"0,3","0,3",0,0,"12,6","0,4",0,76,134,134,134,1,<1,"0,1","0,31","0,08","1,26","0,05",67,"2,25",n.i.,"1,8","1,29",150,150,180,48,12,200,"1,8",39,"1,2",21
1070,"Oeuf de poule, entier, cuit dur",Œufs,par 100 g de portion comestible,156,"10,9","2,9","4,1","1,8",389,"0,3","0,3",0,0,14,"0,4",0,"74,7",141,141,141,1,1,"0,09","0,28","0,07","1,12","0,04","59,6",2,0,"1,9","1,43",150,160,190,46,12,180,"1,7",27,"1,2",22
1605,"Oeufs brouilles au fromage, prepares",Plats/Autres plats sales/epices,par 100 g de portion comestible,157,"11,6","4,3","3,8","1,5",297,"1,3","1,3",0,0,"11,8","0,9",0,"75,3",133,131,130,12,12,"0,07","0,27","0,07","1,08","0,07","39,8","1,58","0,2","1,4","1,06",160,340,490,110,14,210,"1,5",36,"1,2",n.i.
1606,"Oeufs brouilles au jambon, prepares",Plats/Autres plats sales/epices,par 100 g de portion comestible,143,"9,7","3,4","3,3","1,3",268,"1,3","1,3",0,0,"12,8",1,0,"76,2",109,109,108,8,8,"0,16","0,26","0,1","0,92","0,92","35,2","1,48","9,1","1,3","0,95",200,420,600,62,14,210,"1,4",31,"1,3",17
1604,"Oeufs brouilles aux champignons, prepares",Plats/Autres plats sales/epices,par 100 g de portion comestible,127,9,"3,1",3,"1,3",251,"1,5","1,4",0,"0,4","9,9","0,7",0,"79,4",105,104,103,9,9,"0,08","0,29","0,07","0,87","0,67","37,1","1,64","0,7","1,5","0,91",200,270,390,59,12,170,"1,4",32,1,n.i.
1603,"Oeufs brouilles aux herbes, prepares",Plats/Autres plats sales/epices,par 100 g de portion comestible,141,10,"3,5","3,4","1,4",279,"1,9","1,6","0,2","0,4","10,6","0,8",0,"77,1",184,150,115,416,416,"0,08","0,27","0,08","0,97","0,18",49,"1,5","16,3","1,3","1,3",230,310,440,82,15,180,"1,9",33,"1,1",n.i.
1602,"Oeufs brouilles, prepares",Plats/Autres plats sales/epices,par 100 g de portion comestible,147,"10,8","3,8","3,7","1,5",303,"1,3","1,3",0,0,"11,2","0,8",0,"76,7",126,126,125,9,9,"0,08","0,27","0,07","1,05","0,07","40,6","1,6","0,2","1,5","1,07",160,330,460,69,13,190,"1,5",35,"1,1",18
